,filmeId,nota_media,Horror,Crime,Children,Thriller,Film-Noir,Documentary,Fantasy,Mystery,Comedy,Drama,Musical,Adventure,Romance,War,Animation,IMAX,Action,Western,Sci-Fi,class
83,1258,4.08256880733945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
84,1265,3.944055944055944,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4
85,1270,4.038011695906433,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4
86,1275,3.7291666666666665,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
87,1278,3.9927536231884058,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
88,1282,3.783018867924529,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
89,1291,4.046428571428572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
90,1298,3.760869565217391,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
91,1348,3.53125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
92,1377,3.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
93,1396,3.4782608695652173,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4
94,1408,3.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4
95,1445,2.142857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
96,1473,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4
97,1500,3.6101694915254243,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
98,1517,3.535,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4
99,1552,3.0338983050847457,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
100,1573,3.3701298701298703,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
101,1580,3.4878787878787882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4
102,1587,3.2580645161290325,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
103,1617,4.0618556701030935,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
104,1620,3.1153846153846154,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
105,1625,3.701298701298701,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
106,1644,2.109375,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
107,1676,3.33125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
108,1732,3.924528301886793,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
109,1777,3.4196428571428568,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
110,1793,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
111,1804,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
112,1805,3.0161290322580645,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
113,1920,2.833333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4
114,1927,4.35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
115,1954,3.828125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
116,1967,3.821428571428572,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4
117,2000,3.673333333333333,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4
118,2005,3.5701754385964914,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4
119,2012,3.3693181818181817,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4
120,2018,3.3684210526315788,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
121,2028,4.1462765957446805,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
122,2033,3.75,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
123,2046,3.208333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
124,2048,3.5625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
125,2054,2.7573529411764706,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4
126,2058,3.35,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4
127,2078,3.830188679245283,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4
128,2090,3.1923076923076925,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
129,2093,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
130,2094,3.2564102564102564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
131,2096,3.4090909090909087,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
132,2099,3.4166666666666665,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4
133,2105,3.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
134,2115,3.638888888888889,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
135,2116,3.1333333333333333,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
136,2137,3.5476190476190474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
137,2139,3.4761904761904763,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
138,2141,3.1666666666666665,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
139,2143,3.0769230769230766,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4
140,2161,3.581395348837209,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
141,2174,3.4725274725274726,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
142,2193,3.3375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
143,2253,2.375,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
144,2268,3.7894736842105265,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
145,2273,3.261904761904762,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
146,2291,3.7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4
147,2329,4.217054263565892,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
148,2338,2.055555555555556,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
149,2353,3.492537313432836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
150,2366,3.64,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
151,2387,3.4375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
152,2389,1.8888888888888888,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
153,2395,3.5446428571428568,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
154,2406,3.453703703703704,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,4
155,2414,3.363636363636364,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4
156,2427,3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
157,2450,2.15625,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4
158,2459,3.2692307692307687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
159,2470,3.1754385964912277,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
160,2478,3.1346153846153846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
161,2492,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
162,2502,4.090425531914893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
163,2528,3.2291666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
164,2529,3.803571428571429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4
165,2542,4.052238805970149,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
166,2571,4.192446043165468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
167,2580,3.9615384615384617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
168,2596,3.7916666666666665,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
169,2616,2.8846153846153846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
170,2617,3.1206896551724137,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4
171,2628,3.1071428571428568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
172,2640,3.60655737704918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
173,2641,3.0204081632653064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
174,2644,3.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
175,2648,3.9090909090909087,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
176,2654,3.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
177,2657,3.3412698412698414,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4
178,2692,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
179,2700,3.861842105263158,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4
180,2716,3.775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4
181,2761,4.051282051282051,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,4
182,2797,3.7197802197802203,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4
183,2826,2.9038461538461537,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
184,2858,4.056372549019608,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
185,2872,3.64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
186,2899,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
187,2916,3.6534090909090913,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
188,2944,3.96875,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
189,2947,3.8396226415094334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
190,2948,3.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
191,2949,3.712121212121212,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
192,2959,4.272935779816514,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
193,2985,3.3714285714285714,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4
194,2987,3.5721649484536084,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,4
195,2991,3.695652173913044,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
196,2993,3.4791666666666665,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
197,2997,3.954545454545455,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4
198,3033,3.483050847457627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
199,3034,3.513888888888889,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4
200,3052,3.645569620253165,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4
201,3053,3.9090909090909087,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
202,3062,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
203,3147,4.148648648648647,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
204,3168,3.603448275862069,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
205,3176,3.3367346938775517,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
206,3243,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
207,3247,3.0277777777777777,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
208,3253,3.4754098360655736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
209,3273,2.6724137931034484,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
210,3386,3.5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
211,3439,2.6923076923076925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
212,3440,2.071428571428572,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4
213,3441,3.4285714285714284,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
214,3448,3.802325581395349,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4
215,3450,3.2931034482758617,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
216,3479,3.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4
217,3489,3.3584905660377364,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4
218,3527,3.581967213114754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
219,3578,3.9382352941176473,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4
220,3617,3.0853658536585367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
221,3639,3.583333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
222,3671,3.9354838709677415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
223,3702,3.486842105263158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
224,3703,4.0375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
225,3729,4.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
226,3740,3.8571428571428568,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4
227,3744,2.6578947368421053,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
228,3793,3.699248120300752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4
229,3809,3.271428571428572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
230,4006,3.3571428571428568,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4
231,5060,3.934782608695652,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4
232,318,4.4290220820189266,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
233,1704,4.078014184397163,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
234,6874,3.9618320610687023,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
235,8798,3.761363636363636,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
236,46970,3.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
237,48516,4.252336448598132,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
238,58559,4.238255033557047,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2
239,60756,3.5535714285714284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
240,68157,4.136363636363637,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
241,71535,3.8773584905660377,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
242,74458,4.022388059701494,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
243,77455,4.038461538461538,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
244,79132,4.066433566433567,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2
245,80489,3.954545454545455,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
246,80906,4.291666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
247,86345,4.055555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
248,89774,3.727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
249,91529,3.9934210526315783,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
250,91658,3.488095238095238,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251,99114,3.943661971830986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
252,106782,3.9166666666666665,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
253,109487,3.993150684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
254,112552,4.039473684210527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
255,114060,2.833333333333333,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
256,115713,3.9107142857142856,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
257,122882,3.8191489361702127,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
258,131724,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,31,3.1842105263157894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
260,647,3.327586206896552,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
261,688,2.333333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4
262,720,4.0925925925925934,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
